DATE,HOME_TEAM,HOME_SCORE,VISITOR_NAME,VISITOR_SCORE
2024-03-14,Oklahoma City Thunder,126,Dallas Mavericks,119
2024-03-14,Portland Trail Blazers,93,New York Knicks,105
2024-03-15,Charlotte Hornets,96,Phoenix Suns,107
2024-03-15,Detroit Pistons,95,Miami Heat,108
2024-03-15,Toronto Raptors,103,Orlando Magic,113
2024-03-15,New Orleans Pelicans,112,Los Angeles Clippers,104
2024-03-15,San Antonio Spurs,106,Denver Nuggets,117
2024-03-15,Utah Jazz,124,Atlanta Hawks,122
2024-03-16,Houston Rockets,117,Cleveland Cavaliers,103
2024-03-16,Indiana Pacers,121,Brooklyn Nets,100
2024-03-16,New Orleans Pelicans,126,Portland Trail Blazers,107
2024-03-16,Philadelphia 76ers,109,Charlotte Hornets,98
2024-03-16,Chicago Bulls,127,Washington Wizards,98
2024-03-16,Memphis Grizzlies,112,Oklahoma City Thunder,118
2024-03-16,Los Angeles Lakers,121,Golden State Warriors,128
2024-03-16,Utah Jazz,100,Minnesota Timberwolves,119
2024-03-16,Sacramento Kings,91,New York Knicks,98
2024-03-17,Milwaukee Bucks,140,Phoenix Suns,129
2024-03-17,Detroit Pistons,101,Miami Heat,104
2024-03-17,Dallas Mavericks,107,Denver Nuggets,105
2024-03-17,Orlando Magic,111,Toronto Raptors,96
2024-03-17,Washington Wizards,104,Boston Celtics,130
2024-03-17,San Antonio Spurs,122,Brooklyn Nets,115
2024-03-17,Los Angeles Clippers,93,Atlanta Hawks,110
2024-03-18,Indiana Pacers,103,Cleveland Cavaliers,108
2024-03-18,Boston Celtics,119,Detroit Pistons,94
2024-03-18,Philadelphia 76ers,98,Miami Heat,91
2024-03-18,Chicago Bulls,110,Portland Trail Blazers,107
2024-03-18,Utah Jazz,104,Minnesota Timberwolves,114
2024-03-18,Golden State Warriors,112,New York Knicks,119
2024-03-18,Sacramento Kings,121,Memphis Grizzlies,111
2024-03-18,Los Angeles Lakers,136,Atlanta Hawks,105
2024-03-19,Orlando Magic,112,Charlotte Hornets,92
2024-03-19,Washington Wizards,114,Houston Rockets,137
2024-03-19,Brooklyn Nets,91,New Orleans Pelicans,104
2024-03-19,San Antonio Spurs,107,Dallas Mavericks,113
2024-03-19,Minnesota Timberwolves,112,Denver Nuggets,115
2024-03-20,Cleveland Cavaliers,104,Miami Heat,107
2024-03-20,Detroit Pistons,103,Indiana Pacers,122
2024-03-20,Boston Celtics,122,Milwaukee Bucks,119
2024-03-20,Toronto Raptors,89,Sacramento Kings,123
2024-03-20,Oklahoma City Thunder,119,Utah Jazz,107
2024-03-20,Golden State Warriors,137,Memphis Grizzlies,116
2024-03-20,Phoenix Suns,115,Philadelphia 76ers,102
2024-03-20,Portland Trail Blazers,103,Los Angeles Clippers,116
2024-03-21,Orlando Magic,121,New Orleans Pelicans,106
2024-03-21,Washington Wizards,109,Sacramento Kings,102
2024-03-21,Houston Rockets,127,Chicago Bulls,117
2024-03-21,Milwaukee Bucks,115,Brooklyn Nets,108
2024-03-21,Dallas Mavericks,113,Utah Jazz,97
2024-03-21,Denver Nuggets,113,New York Knicks,100
2024-03-21,Phoenix Suns,128,Atlanta Hawks,115
2024-03-22,Detroit Pistons,102,Boston Celtics,129
2024-03-22,Toronto Raptors,103,Oklahoma City Thunder,123
2024-03-22,Miami Heat,88,New Orleans Pelicans,111
2024-03-22,Minnesota Timberwolves,104,Cleveland Cavaliers,91
2024-03-22,San Antonio Spurs,97,Memphis Grizzlies,99
2024-03-22,Golden State Warriors,111,Indiana Pacers,123
2024-03-22,Portland Trail Blazers,117,Los Angeles Clippers,125
2024-03-22,Los Angeles Lakers,101,Philadelphia 76ers,94
2024-03-23,New York Knicks,105,Brooklyn Nets,93
2024-03-23,Orlando Magic,107,Sacramento Kings,109
2024-03-23,Atlanta Hawks,132,Charlotte Hornets,91
2024-03-23,Chicago Bulls,113,Boston Celtics,124
2024-03-23,Houston Rockets,147,Utah Jazz,119
2024-03-23,San Antonio Spurs,106,Phoenix Suns,131
2024-03-23,Washington Wizards,112,Toronto Raptors,109
2024-03-23,Portland Trail Blazers,111,Denver Nuggets,114
2024-03-24,Detroit Pistons,101,New Orleans Pelicans,114
2024-03-24,Los Angeles Clippers,107,Philadelphia 76ers,121
2024-03-24,Miami Heat,121,Cleveland Cavaliers,84
2024-03-24,Milwaukee Bucks,118,Oklahoma City Thunder,93
2024-03-24,Minnesota Timberwolves,114,Golden State Warriors,110
2024-03-24,Los Angeles Lakers,150,Indiana Pacers,145
2024-03-25,Cleveland Cavaliers,115,Charlotte Hornets,92
2024-03-25,Atlanta Hawks,120,Boston Celtics,118
2024-03-25,New York Knicks,124,Detroit Pistons,99
2024-03-25,Toronto Raptors,88,Brooklyn Nets,96
2024-03-25,Chicago Bulls,105,Washington Wizards,107
2024-03-25,Houston Rockets,110,Portland Trail Blazers,92
2024-03-25,San Antonio Spurs,104,Phoenix Suns,102
2024-03-25,Denver Nuggets,128,Memphis Grizzlies,103
2024-03-25,Utah Jazz,105,Dallas Mavericks,115
2024-03-25,Sacramento Kings,108,Philadelphia 76ers,96
2024-03-25,Los Angeles Clippers,116,Indiana Pacers,133
2024-03-26,Miami Heat,92,Golden State Warriors,113
2024-03-26,Milwaukee Bucks,124,Los Angeles Lakers,128
2024-03-26,New Orleans Pelicans,112,Oklahoma City Thunder,119
2024-03-26,Sacramento Kings,96,Dallas Mavericks,132
2024-03-27,Charlotte Hornets,118,Cleveland Cavaliers,111
2024-03-27,Orlando Magic,93,Golden State Warriors,101
2024-03-27,Washington Wizards,119,Brooklyn Nets,122
2024-03-27,Atlanta Hawks,120,Portland Trail Blazers,106
2024-03-27,Philadelphia 76ers,107,Los Angeles Clippers,108
2024-03-27,Toronto Raptors,101,New York Knicks,145
2024-03-27,Chicago Bulls,125,Indiana Pacers,99
2024-03-27,Memphis Grizzlies,124,Los Angeles Lakers,136
2024-03-27,Minnesota Timberwolves,106,Detroit Pistons,91
2024-03-27,Oklahoma City Thunder,126,Houston Rockets,132
2024-03-27,Utah Jazz,111,San Antonio Spurs,118
2024-03-27,Denver Nuggets,97,Phoenix Suns,104
2024-03-28,Atlanta Hawks,123,Boston Celtics,122
2024-03-28,New Orleans Pelicans,107,Milwaukee Bucks,100
2024-03-29,Charlotte Hornets,97,Golden State Warriors,115
2024-03-29,Indiana Pacers,109,Los Angeles Lakers,90
2024-03-29,Orlando Magic,97,Los Angeles Clippers,100
2024-03-29,Washington Wizards,87,Detroit Pistons,96
2024-03-29,Brooklyn Nets,125,Chicago Bulls,108
2024-03-29,Cleveland Cavaliers,117,Philadelphia 76ers,114
2024-03-29,Miami Heat,142,Portland Trail Blazers,82
2024-03-29,Oklahoma City Thunder,128,Phoenix Suns,103
2024-03-29,San Antonio Spurs,130,New York Knicks,126
2024-03-29,Denver Nuggets,98,Minnesota Timberwolves,111
2024-03-29,Utah Jazz,100,Houston Rockets,101
2024-03-29,Sacramento Kings,103,Dallas Mavericks,107
2024-03-30,New Orleans Pelicans,92,Boston Celtics,104
2024-03-30,Orlando Magic,118,Memphis Grizzlies,88
2024-03-30,Atlanta Hawks,113,Milwaukee Bucks,122
2024-03-31,Denver Nuggets,130,Cleveland Cavaliers,101
2024-03-31,Brooklyn Nets,104,Los Angeles Lakers,116
2024-03-31,Charlotte Hornets,118,Los Angeles Clippers,130
2024-03-31,Toronto Raptors,120,Philadelphia 76ers,135
2024-03-31,Washington Wizards,107,Miami Heat,119
2024-03-31,Houston Rockets,107,Dallas Mavericks,125
2024-03-31,Minnesota Timberwolves,101,Chicago Bulls,109
2024-03-31,New York Knicks,112,Oklahoma City Thunder,113
2024-03-31,San Antonio Spurs,113,Golden State Warriors,117
2024-03-31,Sacramento Kings,127,Utah Jazz,106
2024-04-01,Charlotte Hornets,104,Boston Celtics,118
2024-04-01,Detroit Pistons,108,Memphis Grizzlies,110
2024-04-01,Indiana Pacers,133,Brooklyn Nets,111
2024-04-01,Orlando Magic,104,Portland Trail Blazers,103
2024-04-01,Chicago Bulls,101,Atlanta Hawks,113
2024-04-01,New Orleans Pelicans,111,Phoenix Suns,124
2024-04-02,Toronto Raptors,111,Los Angeles Lakers,128
2024-04-02,Washington Wizards,117,Milwaukee Bucks,113
2024-04-02,Miami Heat,109,New York Knicks,99
2024-04-02,Philadelphia 76ers,109,Oklahoma City Thunder,105
2024-04-02,Minnesota Timberwolves,113,Houston Rockets,106
2024-04-02,Denver Nuggets,110,San Antonio Spurs,105
2024-04-02,Utah Jazz,113,Cleveland Cavaliers,129
2024-04-02,Golden State Warriors,104,Dallas Mavericks,100
2024-04-02,Sacramento Kings,109,Los Angeles Clippers,95
2024-04-03,Charlotte Hornets,86,Portland Trail Blazers,89
2024-04-03,Washington Wizards,120,Los Angeles Lakers,125
2024-04-03,Atlanta Hawks,121,Detroit Pistons,113
2024-04-03,Boston Celtics,135,Oklahoma City Thunder,100
2024-04-03,Brooklyn Nets,115,Indiana Pacers,111
2024-04-03,Milwaukee Bucks,101,Memphis Grizzlies,111
2024-04-03,Minnesota Timberwolves,133,Toronto Raptors,85
2024-04-03,New Orleans Pelicans,108,Orlando Magic,117
2024-04-03,Phoenix Suns,122,Cleveland Cavaliers,101
2024-04-04,Dallas Mavericks,109,Atlanta Hawks,95
2024-04-04,Miami Heat,105,Philadelphia 76ers,109
2024-04-04,New York Knicks,120,Sacramento Kings,109
2024-04-04,Houston Rockets,110,Golden State Warriors,133
2024-04-04,Los Angeles Clippers,102,Denver Nuggets,100
2024-04-05,Charlotte Hornets,124,Orlando Magic,115
2024-04-05,Indiana Pacers,126,Oklahoma City Thunder,112
2024-04-05,Washington Wizards,102,Portland Trail Blazers,108
2024-04-05,Boston Celtics,101,Sacramento Kings,100
2024-04-05,Chicago Bulls,108,New York Knicks,100
2024-04-05,Houston Rockets,104,Miami Heat,119
2024-04-05,Memphis Grizzlies,108,Detroit Pistons,90
2024-04-05,Milwaukee Bucks,111,Toronto Raptors,117
2024-04-05,New Orleans Pelicans,109,San Antonio Spurs,111
2024-04-05,Dallas Mavericks,108,Golden State Warriors,106
2024-04-05,Phoenix Suns,97,Minnesota Timberwolves,87
2024-04-05,Los Angeles Clippers,131,Utah Jazz,102
2024-04-06,Los Angeles Lakers,116,Cleveland Cavaliers,97
2024-04-06,Brooklyn Nets,113,Detroit Pistons,103
2024-04-06,Memphis Grizzlies,96,Philadelphia 76ers,116
2024-04-06,Denver Nuggets,142,Atlanta Hawks,110
2024-04-07,Dallas Mavericks,147,Houston Rockets,136
2024-04-07,Los Angeles Clippers,120,Cleveland Cavaliers,118
2024-04-07,Indiana Pacers,117,Miami Heat,115
2024-04-07,Boston Celtics,124,Portland Trail Blazers,107
2024-04-07,Charlotte Hornets,118,Oklahoma City Thunder,121
2024-04-07,Orlando Magic,113,Chicago Bulls,98
2024-04-07,Phoenix Suns,105,New Orleans Pelicans,113
2024-04-07,Toronto Raptors,130,Washington Wizards,122
2024-04-07,Milwaukee Bucks,109,New York Knicks,122
2024-04-07,San Antonio Spurs,126,Philadelphia 76ers,133
2024-04-07,Brooklyn Nets,77,Sacramento Kings,107
2024-04-07,Golden State Warriors,118,Utah Jazz,110
2024-04-07,Los Angeles Lakers,117,Minnesota Timberwolves,127
2024-04-09,Charlotte Hornets,104,Dallas Mavericks,130
2024-04-09,Philadelphia 76ers,120,Detroit Pistons,102
2024-04-09,Toronto Raptors,123,Indiana Pacers,140
2024-04-09,Atlanta Hawks,111,Miami Heat,117
2024-04-09,Milwaukee Bucks,104,Boston Celtics,91
2024-04-09,Chicago Bulls,117,New York Knicks,128
2024-04-09,Houston Rockets,118,Orlando Magic,106
2024-04-09,Memphis Grizzlies,87,San Antonio Spurs,102
2024-04-09,Minnesota Timberwolves,130,Washington Wizards,121
2024-04-09,Oklahoma City Thunder,112,Sacramento Kings,105
2024-04-09,Utah Jazz,95,Denver Nuggets,111
2024-04-09,Los Angeles Lakers,120,Golden State Warriors,134
2024-04-09,Phoenix Suns,92,Los Angeles Clippers,105
2024-04-09,Portland Trail Blazers,100,New Orleans Pelicans,110
2024-04-10,Cleveland Cavaliers,110,Memphis Grizzlies,98
2024-04-10,Atlanta Hawks,114,Charlotte Hornets,115
2024-04-10,Brooklyn Nets,106,Toronto Raptors,102
2024-04-10,Miami Heat,92,Dallas Mavericks,111
2024-04-10,Milwaukee Bucks,117,Orlando Magic,99
2024-04-10,Oklahoma City Thunder,127,San Antonio Spurs,89
2024-04-10,Denver Nuggets,116,Minnesota Timberwolves,107
2024-04-10,Los Angeles Clippers,108,Phoenix Suns,124
2024-04-11,Detroit Pistons,105,Chicago Bulls,127
2024-04-11,Boston Celtics,109,New York Knicks,118
2024-04-11,Utah Jazz,124,Houston Rockets,121
2024-04-11,Portland Trail Blazers,92,Golden State Warriors,100
2024-04-11,Sacramento Kings,123,New Orleans Pelicans,135
2024-04-12,Philadelphia 76ers,125,Orlando Magic,113
2024-04-12,Washington Wizards,127,Chicago Bulls,129
2024-04-12,Boston Celtics,131,Charlotte Hornets,98
2024-04-12,Cleveland Cavaliers,129,Indiana Pacers,120
2024-04-12,New York Knicks,111,Brooklyn Nets,107
2024-04-12,Memphis Grizzlies,120,Los Angeles Lakers,123
2024-04-12,Miami Heat,125,Toronto Raptors,103
2024-04-12,Minnesota Timberwolves,109,Atlanta Hawks,106
2024-04-12,Oklahoma City Thunder,125,Milwaukee Bucks,107
2024-04-12,San Antonio Spurs,121,Denver Nuggets,120
2024-04-12,Dallas Mavericks,89,Detroit Pistons,107
2024-04-12,Golden State Warriors,109,New Orleans Pelicans,114
2024-04-12,Portland Trail Blazers,107,Houston Rockets,116
2024-04-12,Los Angeles Clippers,109,Utah Jazz,110
2024-04-12,Sacramento Kings,107,Phoenix Suns,108
2024-04-14,Boston Celtics,132,Washington Wizards,122
2024-04-14,Cleveland Cavaliers,110,Charlotte Hornets,120
2024-04-14,Indiana Pacers,157,Atlanta Hawks,115
2024-04-14,Miami Heat,118,Toronto Raptors,103
2024-04-14,New York Knicks,120,Chicago Bulls,119
2024-04-14,Orlando Magic,113,Milwaukee Bucks,88
2024-04-14,Philadelphia 76ers,107,Brooklyn Nets,86
2024-04-14,Golden State Warriors,123,Utah Jazz,116
2024-04-14,Los Angeles Clippers,105,Houston Rockets,116
2024-04-14,Memphis Grizzlies,111,Denver Nuggets,126
2024-04-14,Minnesota Timberwolves,106,Phoenix Suns,125
2024-04-14,New Orleans Pelicans,108,Los Angeles Lakers,124
2024-04-14,Oklahoma City Thunder,135,Dallas Mavericks,86
2024-04-14,Sacramento Kings,121,Portland Trail Blazers,82
2024-04-14,San Antonio Spurs,123,Detroit Pistons,95
2024-04-16,New Orleans Pelicans,106,Los Angeles Lakers,110
2024-04-16,Sacramento Kings,118,Golden State Warriors,94
2024-04-17,Philadelphia 76ers,105,Miami Heat,104
2024-04-17,Chicago Bulls,131,Atlanta Hawks,116
2024-04-19,Miami Heat,112,Chicago Bulls,91
2024-04-19,New Orleans Pelicans,105,Sacramento Kings,98
2024-04-20,Cleveland Cavaliers,97,Orlando Magic,83
2024-04-20,Minnesota Timberwolves,120,Phoenix Suns,95
2024-04-20,New York Knicks,111,Philadelphia 76ers,104
2024-04-20,Denver Nuggets,114,Los Angeles Lakers,103
2024-04-21,Boston Celtics,114,Miami Heat,94
2024-04-21,Los Angeles Clippers,109,Dallas Mavericks,97
2024-04-21,Milwaukee Bucks,109,Indiana Pacers,94
2024-04-21,Oklahoma City Thunder,94,New Orleans Pelicans,92
2024-04-22,Cleveland Cavaliers,96,Orlando Magic,86
2024-04-22,New York Knicks,104,Philadelphia 76ers,101
2024-04-22,Denver Nuggets,101,Los Angeles Lakers,99
2024-04-23,Minnesota Timberwolves,105,Phoenix Suns,93
2024-04-23,Milwaukee Bucks,108,Indiana Pacers,125
2024-04-23,Los Angeles Clippers,93,Dallas Mavericks,96
2024-04-24,Boston Celtics,101,Miami Heat,111
2024-04-24,Oklahoma City Thunder,124,New Orleans Pelicans,92
2024-04-25,Orlando Magic,121,Cleveland Cavaliers,83
2024-04-25,Philadelphia 76ers,125,New York Knicks,114
2024-04-25,Los Angeles Lakers,105,Denver Nuggets,112
2024-04-26,Indiana Pacers,121,Milwaukee Bucks,118
2024-04-26,Dallas Mavericks,101,Los Angeles Clippers,90
2024-04-26,Phoenix Suns,109,Minnesota Timberwolves,126
2024-04-27,Orlando Magic,112,Cleveland Cavaliers,89
2024-04-27,New Orleans Pelicans,85,Oklahoma City Thunder,106
2024-04-27,Miami Heat,84,Boston Celtics,104
2024-04-27,Los Angeles Lakers,119,Denver Nuggets,108
2024-04-28,Philadelphia 76ers,92,New York Knicks,97
2024-04-28,Dallas Mavericks,111,Los Angeles Clippers,116
2024-04-28,Indiana Pacers,126,Milwaukee Bucks,113
2024-04-28,Phoenix Suns,116,Minnesota Timberwolves,122
2024-04-29,Miami Heat,88,Boston Celtics,102
2024-04-29,New Orleans Pelicans,89,Oklahoma City Thunder,97
2024-04-29,Denver Nuggets,108,Los Angeles Lakers,106
2024-04-30,New York Knicks,106,Philadelphia 76ers,112
2024-04-30,Cleveland Cavaliers,104,Orlando Magic,103
2024-04-30,Milwaukee Bucks,115,Indiana Pacers,92
2024-05-01,Boston Celtics,118,Miami Heat,84
2024-05-01,Los Angeles Clippers,93,Dallas Mavericks,123
2024-05-02,Indiana Pacers,120,Milwaukee Bucks,98
2024-05-02,Philadelphia 76ers,115,New York Knicks,118
2024-05-03,Orlando Magic,103,Cleveland Cavaliers,96
2024-05-03,Dallas Mavericks,114,Los Angeles Clippers,101
2024-05-04,Denver Nuggets,99,Minnesota Timberwolves,106
2024-05-05,Cleveland Cavaliers,106,Orlando Magic,94
2024-05-06,New York Knicks,121,Indiana Pacers,117
2024-05-06,Denver Nuggets,80,Minnesota Timberwolves,106
2024-05-07,Boston Celtics,120,Cleveland Cavaliers,95
2024-05-07,Oklahoma City Thunder,117,Dallas Mavericks,95
2024-05-08,New York Knicks,130,Indiana Pacers,121
2024-05-09,Boston Celtics,94,Cleveland Cavaliers,118
2024-05-09,Oklahoma City Thunder,110,Dallas Mavericks,119
2024-05-10,Indiana Pacers,111,New York Knicks,106
2024-05-10,Minnesota Timberwolves,90,Denver Nuggets,117
2024-05-11,Dallas Mavericks,105,Oklahoma City Thunder,101
2024-05-11,Cleveland Cavaliers,93,Boston Celtics,106
2024-05-12,Indiana Pacers,121,New York Knicks,89
2024-05-12,Minnesota Timberwolves,107,Denver Nuggets,115
2024-05-13,Cleveland Cavaliers,102,Boston Celtics,109
2024-05-13,Dallas Mavericks,96,Oklahoma City Thunder,100
2024-05-14,New York Knicks,121,Indiana Pacers,91
2024-05-14,Denver Nuggets,112,Minnesota Timberwolves,97
2024-05-15,Boston Celtics,113,Cleveland Cavaliers,98
2024-05-15,Oklahoma City Thunder,92,Dallas Mavericks,104
2024-05-16,Minnesota Timberwolves,115,Denver Nuggets,70
2024-05-17,Indiana Pacers,116,New York Knicks,103
2024-05-18,Dallas Mavericks,117,Oklahoma City Thunder,116
2024-05-19,New York Knicks,109,Indiana Pacers,130
2024-05-19,Denver Nuggets,90,Minnesota Timberwolves,98
2024-05-21,Boston Celtics,133,Indiana Pacers,128
2024-05-22,Minnesota Timberwolves,105,Dallas Mavericks,108
2024-05-23,Boston Celtics,126,Indiana Pacers,110
2024-05-24,Minnesota Timberwolves,108,Dallas Mavericks,109
2024-05-25,Indiana Pacers,111,Boston Celtics,114
2024-05-26,Dallas Mavericks,116,Minnesota Timberwolves,107
2024-05-27,Indiana Pacers,102,Boston Celtics,105
2024-05-28,Dallas Mavericks,100,Minnesota Timberwolves,105
2024-05-30,Minnesota Timberwolves,103,Dallas Mavericks,124
2024-06-06,Boston Celtics,107,Dallas Mavericks,89
2024-06-09,Boston Celtics,105,Dallas Mavericks,98
2024-06-12,Dallas Mavericks,99,Boston Celtics,106
2024-06-14,Dallas Mavericks,122,Boston Celtics,84
2024-06-17,Boston Celtics,106,Dallas Mavericks,88
